_date,_song,_artist,_peak-rank,_weeks-on-board,_genres,_track,_uri,year,id,keywords
2016-12-10,Redbone,Childish Gambino,12,44,"['hip hop', 'hiphop', 'pbr&b', 'r&b', 'rap']",Redbone,spotify:track:0wXuerDYiBnERgIpbb3JBR,2016,Redbone_by_Childish_Gambino,"hip hop, hiphop, pbr&b, r&b, rap"
2016-12-31,Congratulations,Post Malone Featuring Quavo,8,50,"['english', 'hip hop']",Congratulations,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,2016,Congratulations_by_Post_Malone_Featuring_Quavo,"english, hip hop"
2017-01-07,Feliz Navidad,Jose Feliciano,6,19,"['acoustic guitar', 'bolero', 'christmas music', 'folk pop', 'latin', 'latin pop', 'latin soul', 'pop']",Unknown,Unknown,2017,Feliz_Navidad_by_Jose_Feliciano,"acoustic guitar, bolero, christmas music, folk pop, latin, latin pop, latin soul, pop"
2017-01-07,A Holly Jolly Christmas,Burl Ives,4,25,"['2008 universal fire victim', 'american', 'classic pop and rock']",A Holly Jolly Christmas,spotify:track:65Q2mv3UlVi9eO70OpsmSe,2017,A_Holly_Jolly_Christmas_by_Burl_Ives,"2008 universal fire victim, american, classic pop and rock"
2017-01-14,iSpy,KYLE Featuring Lil Yachty,4,30,['mumble rapper'],iSpy,spotify:track:2EEeOnHehOozLq4aS0n6SL,2017,iSpy_by_KYLE_Featuring_Lil_Yachty,mumble rapper
2017-01-28,Shape Of You,Ed Sheeran,1,59,"['dance-pop', 'ed sheeran does not make sillyname tracks ಠ_ಠ', 'folk', 'folk pop', 'gradually watermelon', 'guitarist', 'music for soccer moms', 'pop', 'pop rap', 'pop soul', 'rapper', 'singer', 'singer-songwriter', 'singer/songwriter', 'uk']",Shape Of You,spotify:track:7qiZfU4dY1lWllzX7mPBI3,2017,Shape_Of_You_by_Ed_Sheeran,"dance-pop, ed sheeran does not make sillyname tracks ಠ_ಠ, folk, folk pop, gradually watermelon, guitarist, music for soccer moms, pop, pop rap, pop soul, rapper, singer, singer-songwriter, singer/songwriter, uk"
2017-01-28,Castle On The Hill,Ed Sheeran,6,33,"['dance-pop', 'ed sheeran does not make sillyname tracks ಠ_ಠ', 'folk', 'folk pop', 'gradually watermelon', 'guitarist', 'music for soccer moms', 'pop', 'pop rap', 'pop soul', 'rapper', 'singer', 'singer-songwriter', 'singer/songwriter', 'uk']",Castle On The Hill,spotify:track:6PCUP3dWmTjcTtXY02oFdT,2017,Castle_On_The_Hill_by_Ed_Sheeran,"dance-pop, ed sheeran does not make sillyname tracks ಠ_ಠ, folk, folk pop, gradually watermelon, guitarist, music for soccer moms, pop, pop rap, pop soul, rapper, singer, singer-songwriter, singer/songwriter, uk"
2017-02-04,Paris,The Chainsmokers,6,20,"['dance-pop', 'edm', 'electro house', 'satire']",Paris,spotify:track:15vzANxN8G9wWfwAJLLMCg,2017,Paris_by_The_Chainsmokers,"dance-pop, edm, electro house, satire"
2017-02-11,Issues,Julia Michaels,11,29,Unknown,Issues,spotify:track:7vu0JkJh0ldukEYbTVcqd0,2017,Issues_by_Julia_Michaels,Unknown
2017-02-18,Body Like A Back Road,Sam Hunt,6,41,"['bro-country', 'contemporary country', 'contemporary r&b', 'country', 'country pop', 'pop']",Body Like A Back Road,spotify:track:7mldq42yDuxiUNn08nvzHO,2017,Body_Like_A_Back_Road_by_Sam_Hunt,"bro-country, contemporary country, contemporary r&b, country, country pop, pop"
2017-02-25,Believer,Imagine Dragons,4,52,"['alternative rock', 'indie pop', 'indietronica', 'pop', 'pop rock', 'rock']",Believer,spotify:track:0pqnGHJpmpxLKifKRmU6WP,2017,Believer_by_Imagine_Dragons,"alternative rock, indie pop, indietronica, pop, pop rock, rock"
2017-03-04,Chained To The Rhythm,Katy Perry Featuring Skip Marley,4,15,"['""ur so fail""', 'also fail', 'american', 'américain', 'bubblegum', 'california gurls', 'chesty', 'cute', 'dance-pop', 'disco', 'electropop', 'fail', 'failfail', 'gaaaaaayyyyyyyyy', 'gaymeme', 'her expression is like shes thinking something dumb', 'homophobe', 'house', ""i'm gay if i am shut up"", ""i'm gay if i am⸲ shut up"", 'katy perry', 'katy perry is gay', 'katy pery is dumb', 'lame', 'lame lame lame lame', 'lolol trap?', 'megafail', 'megalmaestupiddumb', 'multiple ipi', 'nope still fail', 'pop', 'pop rock', 'rock', ""srsly i'm gay if i am shut up"", ""srsly what's wrong with beign gay"", 'still fail', 'total fail', 'trap', 'uncool', 'united states', 'ur so faaaail', 'ur so fail', 'ur so lame', 'usa', ""what's wrong with being gay? gay"", '‟ur so fail”']",Chained To The Rhythm,spotify:track:7qvxFz3JodM0A7xEM7k3YD,2017,Chained_To_The_Rhythm_by_Katy_Perry_Featuring_Skip_Marley,"""ur so fail"", also fail, american, américain, bubblegum, california gurls, chesty, cute, dance-pop, disco, electropop, fail, failfail, gaaaaaayyyyyyyyy, gaymeme, her expression is like shes thinking something dumb, homophobe, house, ""im gay if i am shut up"", ""im gay if i am⸲ shut up"", katy perry, katy perry is gay, katy pery is dumb, lame, lame lame lame lame, lolol trap?, megafail, megalmaestupiddumb, multiple ipi, nope still fail, pop, pop rock, rock, ""srsly im gay if i am shut up"", ""srsly whats wrong with beign gay"", still fail, total fail, trap, uncool, united states, ur so faaaail, ur so fail, ur so lame, usa, ""whats wrong with being gay? gay"", ‟ur so fail”"
2017-03-11,Tunnel Vision,Kodak Black,6,20,['hip hop'],Tunnel Vision,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,2017,Tunnel_Vision_by_Kodak_Black,hip hop
2017-03-11,Mask Off,Future,5,31,"['contemporary r&b', 'englisch', 'english', 'hip hop', 'rap', 'relic inn', 'trap', 'trap rap', 'usa']",Mask Off,spotify:track:0VgkVdmE4gld66l8iyGjgx,2017,Mask_Off_by_Future,"contemporary r&b, englisch, english, hip hop, rap, relic inn, trap, trap rap, usa"
2017-03-25,Perfect,Ed Sheeran,1,57,"['dance-pop', 'ed sheeran does not make sillyname tracks ಠ_ಠ', 'folk', 'folk pop', 'gradually watermelon', 'guitarist', 'music for soccer moms', 'pop', 'pop rap', 'pop soul', 'rapper', 'singer', 'singer-songwriter', 'singer/songwriter', 'uk']",Perfect,spotify:track:0tgVpDi06FyKpA1z0VMD4v,2017,Perfect_by_Ed_Sheeran,"dance-pop, ed sheeran does not make sillyname tracks ಠ_ಠ, folk, folk pop, gradually watermelon, guitarist, music for soccer moms, pop, pop rap, pop soul, rapper, singer, singer-songwriter, singer/songwriter, uk"
2017-04-08,Passionfruit,Drake,8,20,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Passionfruit,spotify:track:5mCPDVBb16L4XQwDdbRUpz,2017,Passionfruit_by_Drake,"alternative r&b, contemporary r&b, cotm candidate, hardcore hip, hip hop, lesbian, luxury rap, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap"
2017-04-15,XO TOUR Llif3,Lil Uzi Vert,7,34,['hip hop'],XO TOUR Llif3,spotify:track:7GX5flRQZVHRAGd6B4TmDO,2017,XO_TOUR_Llif3_by_Lil_Uzi_Vert,hip hop
2017-04-29,Sign Of The Times,Harry Styles,4,13,"['english', 'pop', 'rock']",Sign Of The Times,spotify:track:5Ohxk2dO5COHF1krpoPigN,2017,Sign_Of_The_Times_by_Harry_Styles,"english, pop, rock"
2017-04-29,Unforgettable,French Montana Featuring Swae Lee,3,42,['hip hop'],Unforgettable,spotify:track:3B54sVLJ402zGa6Xm4YGNe,2017,Unforgettable_by_French_Montana_Featuring_Swae_Lee,hip hop
2017-05-13,Attention,Charlie Puth,5,40,"['pop', 'pop soul']",Attention,spotify:track:5cF0dROlMOK5uNZtivgu50,2017,Attention_by_Charlie_Puth,"pop, pop soul"
2017-05-20,Slow Hands,Niall Horan,11,31,['lflores077@gmail.com'],Slow Hands,spotify:track:2cOUlop2ZakjOKe4WinesN,2017,Slow_Hands_by_Niall_Horan,lflores077@gmail.com
2017-05-20,Thunder,Imagine Dragons,4,52,"['alternative rock', 'indie pop', 'indietronica', 'pop', 'pop rock', 'rock']",Thunder,spotify:track:1zB4vmk8tFRmM9UULNzbLB,2017,Thunder_by_Imagine_Dragons,"alternative rock, indie pop, indietronica, pop, pop rock, rock"
2017-05-27,Malibu,Miley Cyrus,10,15,"['english', 'miley-cyrus', 'pop', 'pop rock', 'power pop', 'rock']",Malibu,spotify:track:1UZOjK1BwmwWU14Erba9CZ,2017,Malibu_by_Miley_Cyrus,"english, miley-cyrus, pop, pop rock, power pop, rock"
2017-06-03,Whatever It Takes,Imagine Dragons,12,27,"['alternative rock', 'indie pop', 'indietronica', 'pop', 'pop rock', 'rock']",Whatever It Takes,spotify:track:6Qn5zhYkTa37e91HC1D7lb,2017,Whatever_It_Takes_by_Imagine_Dragons,"alternative rock, indie pop, indietronica, pop, pop rock, rock"
2017-06-10,Strip That Down,Liam Payne Featuring Quavo,10,28,Unknown,Strip That Down,spotify:track:4Ro98RCK90oHqqSZUnTFq5,2017,Strip_That_Down_by_Liam_Payne_Featuring_Quavo,Unknown
2017-07-29,Bank Account,21 Savage,12,29,"['hip hop', 'relic inn']",Bank Account,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,2017,Bank_Account_by_21_Savage,"hip hop, relic inn"
2017-07-29,Sorry Not Sorry,Demi Lovato,6,36,"['alien lives matter', 'dance-pop', 'electropop', 'pop', 'pop rock', 'synthpop', 'teen pop']",Sorry Not Sorry,spotify:track:7gvd8xj4QgPqbQSsn5pV7d,2017,Sorry_Not_Sorry_by_Demi_Lovato,"alien lives matter, dance-pop, electropop, pop, pop rock, synthpop, teen pop"
2017-08-19,New Rules,Dua Lipa,6,48,"['contemporary r&b', 'dance-pop', 'electropop', 'english', 'pop', 'r&b', 'synthpop']",New Rules,spotify:track:2ekn2ttSfGqwhhate0LSR0,2017,New_Rules_by_Dua_Lipa,"contemporary r&b, dance-pop, electropop, english, pop, r&b, synthpop"
2017-09-09,I Get The Bag,Gucci Mane Featuring Migos,11,27,"['hip hop', 'rap', 'rapper', 'trap']",I Get The Bag,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,2017,I_Get_The_Bag_by_Gucci_Mane_Featuring_Migos,"hip hop, rap, rapper, trap"
2017-09-09,Look What You Made Me Do,Taylor Swift,1,20,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Look What You Made Me Do,spotify:track:1JbR9RDP3ogVNEWFgNXAjh,2017,Look_What_You_Made_Me_Do_by_Taylor_Swift,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
2017-09-16,What Lovers Do,Maroon 5 Featuring SZA,9,22,"['adult contemporary', 'automod ng', 'dance', 'dance-pop', 'electropop', 'fixme label mess', 'funk rock', 'music for soccer moms', 'pop', 'pop rock', 'pop/rock', 'rock', 'rock and indie', 'slow pop']",What Lovers Do,spotify:track:1XuUP49ca28oSAxebNgjg1,2017,What_Lovers_Do_by_Maroon_5_Featuring_SZA,"adult contemporary, automod ng, dance, dance-pop, electropop, fixme label mess, funk rock, music for soccer moms, pop, pop rock, pop/rock, rock, rock and indie, slow pop"
2017-09-23,Bad At Love,Halsey,5,33,"['alternative pop', 'electropop', 'indie pop', 'pop rock', 'r&b', 'synth-pop']",Bad At Love,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,2017,Bad_At_Love_by_Halsey,"alternative pop, electropop, indie pop, pop rock, r&b, synth-pop"
2017-09-30,Too Good At Goodbyes,Sam Smith,4,24,"['alternative r&b', 'blue-eyed soul', 'english', 'pop', 'pop soul', 'soul', 'synth funk']",Too Good At Goodbyes,spotify:track:3VlbOrM6nYPprVvzBZllE5,2017,Too_Good_At_Goodbyes_by_Sam_Smith,"alternative r&b, blue-eyed soul, english, pop, pop soul, soul, synth funk"
2017-10-07,Rockstar,Post Malone Featuring 21 Savage,1,41,"['english', 'hip hop']",Rockstar,spotify:track:0e7ipj03S05BNilyu5bRzt,2017,Rockstar_by_Post_Malone_Featuring_21_Savage,"english, hip hop"
2017-10-28,Heaven,Kane Brown,15,27,Unknown,Heaven,spotify:track:1HXy5I3HTWq8OvxCn0z7G7,2017,Heaven_by_Kane_Brown,Unknown
2017-11-04,Let You Down,NF,12,28,"['hip hop', 'pop rap', 'rap', 'rapper']",Let You Down,spotify:track:52okn5MNA47tk87PeZJLEL,2017,Let_You_Down_by_NF,"hip hop, pop rap, rap, rapper"
2017-11-11,Gorgeous,Taylor Swift,13,4,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Gorgeous,spotify:track:1ZY1PqizIl78geGM4xWlEA,2017,Gorgeous_by_Taylor_Swift,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
2017-12-02,Walk On Water,Eminem Featuring Beyonce,14,5,"['2008 universal fire victim', '8 mile', 'american', 'boom bap', 'comedy rap', 'detroit', 'detroit hip hop', 'detroit hip-hop', 'eminem', 'english', 'gangsta rap', 'hardcore hip hop', 'hip hop', 'hip-hop', 'hiphop', 'horrorcore', 'kun', 'midwest hip hop', 'midwest hip-hop', 'pop and chart', 'pop rap', 'rap', 'rapper', 'relic inn', 'turkish', 'us', 'v']",Unknown,Unknown,2017,Walk_On_Water_by_Eminem_Featuring_Beyonce,"2008 universal fire victim, 8 mile, american, boom bap, comedy rap, detroit, detroit hip hop, detroit hip-hop, eminem, english, gangsta rap, hardcore hip hop, hip hop, hip-hop, hiphop, horrorcore, kun, midwest hip hop, midwest hip-hop, pop and chart, pop rap, rap, rapper, relic inn, turkish, us, v"
2017-12-02,Gummo,6ix9ine,12,20,"['hip hop', 'rap']",Gummo,spotify:track:4HbiCvH1R7mVOJ7KY7JQBD,2017,Gummo_by_6ix9ine,"hip hop, rap"
2017-12-30,Never Be The Same,Camila Cabello,6,37,"['dance-pop', 'electropop', 'latin pop', 'pop', 'r&b']",Never Be The Same,spotify:track:4eWQlBRaTjPPUlzacqEeoQ,2017,Never_Be_The_Same_by_Camila_Cabello,"dance-pop, electropop, latin pop, pop, r&b"
2018-01-06,River,Eminem Featuring Ed Sheeran,11,13,"['dance-pop', 'ed sheeran does not make sillyname tracks ಠ_ಠ', 'folk', 'folk pop', 'gradually watermelon', 'guitarist', 'music for soccer moms', 'pop', 'pop rap', 'pop soul', 'rapper', 'singer', 'singer-songwriter', 'singer/songwriter', 'uk']",River,spotify:track:1cS0TgbR263ey9jn0MwD2s,2018,River_by_Eminem_Featuring_Ed_Sheeran,"dance-pop, ed sheeran does not make sillyname tracks ಠ_ಠ, folk, folk pop, gradually watermelon, guitarist, music for soccer moms, pop, pop rap, pop soul, rapper, singer, singer-songwriter, singer/songwriter, uk"
2018-01-06,Bartier Cardi,Cardi B Featuring 21 Savage,14,20,"['alternative pop', 'englisch', 'english', 'hip hop', 'lick', 'pop', 'rap', 'relic inn']",Bartier Cardi,spotify:track:0dIoGTQXDh1wVnhIiSyYEa,2018,Bartier_Cardi_by_Cardi_B_Featuring_21_Savage,"alternative pop, englisch, english, hip hop, lick, pop, rap, relic inn"
2018-01-06,Stir Fry,Migos,8,21,['hip hop'],Stir Fry,spotify:track:2UVbBKQOdFAekPTRsnkzcf,2018,Stir_Fry_by_Migos,hip hop
2018-01-20,Filthy,Justin Timberlake,9,6,"['boogie', 'contemporary r&b', 'dance-pop', 'disco', 'electropop', 'neo soul', 'pop', 'pop and chart', 'r&b', 'synth funk']",Filthy,spotify:track:1L3NV7VrCiuE8C5QlhdeQL,2018,Filthy_by_Justin_Timberlake,"boogie, contemporary r&b, dance-pop, disco, electropop, neo soul, pop, pop and chart, r&b, synth funk"
2018-02-03,Diplomatic Immunity,Drake,7,3,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Diplomatic Immunity,spotify:track:4haJoBPbPj9QFKNpp9e8kx,2018,Diplomatic_Immunity_by_Drake,"alternative r&b, contemporary r&b, cotm candidate, hardcore hip, hip hop, lesbian, luxury rap, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap"
2018-02-03,Mine,Bazzi,11,34,['pop'],Mine,spotify:track:7uzmGiiJyRfuViKKK3lVmR,2018,Mine_by_Bazzi,pop
2018-02-10,Say Something,Justin Timberlake Featuring Chris Stapleton,9,16,"['boogie', 'contemporary r&b', 'dance-pop', 'disco', 'electropop', 'neo soul', 'pop', 'pop and chart', 'r&b', 'synth funk']",Say Something,spotify:track:09ts3GnICqYEU5PkQCpJK3,2018,Say_Something_by_Justin_Timberlake_Featuring_Chris_Stapleton,"boogie, contemporary r&b, dance-pop, disco, electropop, neo soul, pop, pop and chart, r&b, synth funk"
2018-02-10,Walk It Talk It,Migos Featuring Drake,10,22,['hip hop'],Walk It Talk It,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,2018,Walk_It_Talk_It_by_Migos_Featuring_Drake,hip hop
2018-02-24,Look Alive,BlocBoy JB Featuring Drake,5,25,Unknown,Look Alive,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,2018,Look_Alive_by_BlocBoy_JB_Featuring_Drake,Unknown
2018-02-24,Plug Walk,Rich The Kid,13,20,['hip hop'],Plug Walk,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,2018,Plug_Walk_by_Rich_The_Kid,hip hop
2018-03-24,Delicate,Taylor Swift,12,35,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Delicate,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,2018,Delicate_by_Taylor_Swift,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
2018-03-31,Moonlight,XXXTENTACION,13,20,"['hip hop', 'jahseh onfroy', 'rap', 'trap', 'x', 'xxxtentacion']",Moonlight,spotify:track:0JP9xo3adEtGSdUEISiszL,2018,Moonlight_by_XXXTENTACION,"hip hop, jahseh onfroy, rap, trap, x, xxxtentacion"
2018-03-31,Freaky Friday,Lil Dicky Featuring Chris Brown,8,20,"['comedy', 'comedy rap', 'hip hop']",Freaky Friday,spotify:track:10Igtw8bSDyyFs7KIsKngZ,2018,Freaky_Friday_by_Lil_Dicky_Featuring_Chris_Brown,"comedy, comedy rap, hip hop"
2018-03-31,In My Blood,Shawn Mendes,11,23,"['english', 'folk pop', 'piano rock', 'pop', 'pop rock', 'pop soul', 'teen pop']",In My Blood,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH,2018,In_My_Blood_by_Shawn_Mendes,"english, folk pop, piano rock, pop, pop rock, pop soul, teen pop"
2018-04-14,Call Out My Name,The Weeknd,4,18,"['alternative r&b', 'contemporary r&b', 'dance-pop', 'pbr&b', 'pop', 'r&b', 'rnb', 'synth-pop']",Call Out My Name,spotify:track:09mEdoA6zrmBPgTEN5qXmN,2018,Call_Out_My_Name_by_The_Weeknd,"alternative r&b, contemporary r&b, dance-pop, pbr&b, pop, r&b, rnb, synth-pop"
2018-04-14,Be Careful,Cardi B,11,20,"['alternative pop', 'englisch', 'english', 'hip hop', 'lick', 'pop', 'rap', 'relic inn']",Be Careful,spotify:track:2Yl4OmDby9iitgNWZPwxkd,2018,Be_Careful_by_Cardi_B,"alternative pop, englisch, english, hip hop, lick, pop, rap, relic inn"
2018-04-21,Nice For What,Drake,1,25,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Nice For What,spotify:track:3CA9pLiwRIGtUBiMjbZmRw,2018,Nice_For_What_by_Drake,"alternative r&b, contemporary r&b, cotm candidate, hardcore hip, hip hop, lesbian, luxury rap, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap"
2018-05-05,No Tears Left To Cry,Ariana Grande,3,27,"['ag4', 'contemporary r&b', 'dance-pop', 'electro house', 'electropop', 'english', 'female vocals', 'pop', 'r&b']",No Tears Left To Cry,spotify:track:32VSdGCv8wkAjUkVha9YBf,2018,No_Tears_Left_To_Cry_by_Ariana_Grande,"ag4, contemporary r&b, dance-pop, electro house, electropop, english, female vocals, pop, r&b"
2018-05-12,Better Now,Post Malone,3,52,"['english', 'hip hop']",Better Now,spotify:track:7dt6x5M1jzdTEt8oCbisTK,2018,Better_Now_by_Post_Malone,"english, hip hop"
2018-05-12,Spoil My Night,Post Malone Featuring Swae Lee,15,5,['hip hop'],Spoil My Night,spotify:track:5VuxWXbt7XENQCtE9TzpTv,2018,Spoil_My_Night_by_Post_Malone_Featuring_Swae_Lee,hip hop
2018-05-12,Paranoid,Post Malone,11,6,"['english', 'hip hop']",Paranoid,spotify:track:3fpVWegR6YOS1Yk5HSMYIq,2018,Paranoid_by_Post_Malone,"english, hip hop"
2018-05-19,This Is America,Childish Gambino,1,17,"['hip hop', 'hiphop', 'pbr&b', 'r&b', 'rap']",This Is America,spotify:track:0b9oOr2ZgvyQu88wzixux9,2018,This_Is_America_by_Childish_Gambino,"hip hop, hiphop, pbr&b, r&b, rap"
